"geo_value","time_value","cli","inperson_school_fulltime","inperson_school_parttime","tested_14d","tested_positive_14d","covid_vaccinated_or_accept","covid_vaccinated","others_masked","public_transit_1d","work_outside_home_1d","shop_1d","restaurant_1d","spent_time_1d","large_event_1d","worried_become_ill","vaccine_likely_friends","vaccine_likely_who","vaccine_likely_govt_health","vaccine_likely_politicians","confirmed_7dav_incidence_prop","wearing_mask"
"28049",2021-03-02,0.5353236,NA,NA,15.7647927,NA,70.1998725,41.3935137,85.9623132,4.386524,45.5635699,73.7385941,17.2800107,38.7455447,10.7944477,71.1671069,NA,NA,NA,NA,16.1051585,95.1747636
"28059",2021-03-02,1.1551548,NA,NA,6.5961921,NA,74.8554893,35.5020511,67.2932652,6.9317871,47.4299629,60.2909081,25.7647695,44.0752027,24.6288112,67.3059274,NA,NA,NA,NA,20.067275,83.8354229
"28089",2021-03-02,0.5878568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1049931,NA
"28121",2021-03-02,0.7206902,NA,NA,7.6102199,NA,65.2462018,38.238386,69.600299,5.9265338,50.7665977,64.8596091,34.1592566,47.2381753,25.6380053,51.5135636,NA,NA,NA,NA,20.7908777,85.1611874
"29019",2021-03-02,0.3934463,NA,NA,6.5830287,NA,81.0212424,43.6542114,74.5259469,1.470823,40.1184034,58.1407385,27.2871804,46.0043876,11.0035436,60.8397526,31.5255631,33.2247934,28.0057763,3.5661988,5.0744104,90.3421541
"29047",2021-03-02,1.2823017,NA,NA,8.9202967,NA,82.1482311,27.8552689,84.7446304,1.494398,48.4650407,61.6953,25.6474931,44.3879822,14.553862,65.2668139,29.2084895,32.4699117,20.9754081,7.5096107,5.1444779,89.0634415
"29051",2021-03-02,0,NA,NA,11.6813387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6249613,NA
"29077",2021-03-02,0.6181536,NA,NA,6.1759777,NA,78.6397791,31.7662337,68.6138034,4.1326681,39.815362,60.0705369,27.9174994,48.2753928,19.8663481,60.6729122,32.225682,30.1639156,24.1718987,8.3452947,9.1042088,87.546795
"29095",2021-03-02,0.9049278,52.059852,25.9439722,7.7409366,NA,80.2703638,27.7999168,87.5256987,4.7105494,33.5786872,54.6040073,20.6461344,36.788703,9.3319551,66.4205735,33.3544529,39.7168799,33.3129666,10.7903806,5.7801747,94.8168224
"29097",2021-03-02,0,NA,NA,4.4391986,NA,69.2067467,37.4057662,36.9235637,3.46548,46.0249468,66.7257111,29.042231,40.1498921,21.5455892,62.0468657,NA,NA,NA,NA,9.2773529,80.2900458
"29099",2021-03-02,2.2965199,NA,NA,9.512181,NA,82.701265,24.580738,70.8254648,0.4297175,NA,NA,NA,NA,NA,69.1747093,NA,NA,NA,NA,6.7473788,92.3116906
"29183",2021-03-02,0.7738019,NA,NA,4.4995005,NA,81.154399,28.8753522,64.5244492,1.2173997,39.7913435,52.8517132,28.3036426,45.5139953,14.1126948,65.2545489,31.3818794,31.8797336,25.1500344,7.1361817,7.5261269,86.9888788
"29189",2021-03-02,0.3090607,51.9512948,34.0958581,6.8887731,NA,83.6528537,31.3576307,87.7955112,2.4517276,35.1071003,54.3205636,20.0661336,39.2883032,9.7857061,65.2257614,37.7128434,40.9654744,33.8018041,8.606788,12.9201195,96.3967579
"29510",2021-03-02,0.3556338,NA,NA,7.0173091,NA,87.0829875,31.0317168,90.2012267,5.5288039,49.313679,51.9477776,22.3682199,37.3685185,7.0885198,65.8900921,34.4137276,49.2724971,32.4112806,7.4862481,10.1271169,96.5595642
"30013",2021-03-02,0.7540385,NA,NA,13.5217034,NA,81.1756598,37.9298931,79.7721009,10.0267136,41.076045,62.8252311,34.8237964,43.7130752,17.3029006,52.8128756,NA,NA,NA,NA,9.4833006,85.0250872
"30029",2021-03-02,0.7190608,NA,NA,5.2320108,NA,69.7732807,32.3505266,40.1605071,3.2394931,36.9782859,67.8385453,32.7503269,45.4159921,19.3938638,50.2460058,NA,NA,NA,NA,27.9368438,78.5539012
"30031",2021-03-02,0,NA,NA,7.1209936,NA,76.1627699,30.3380782,81.8510161,2.07443,45.9991846,61.8221894,27.0361423,44.3961021,16.2257563,57.9741717,NA,NA,NA,NA,24.7051888,85.4835799
"30049",2021-03-02,0,NA,NA,19.3141019,NA,73.0469668,47.0940088,70.2053176,1.6198039,NA,NA,NA,NA,NA,53.9957421,NA,NA,NA,NA,13.2220511,86.3261802
"30063",2021-03-02,0.1655534,NA,NA,1.7471747,NA,81.3480943,33.987407,87.2033972,2.4794966,43.4392753,62.109318,18.7188025,41.3229918,10.3485288,66.832687,28.9915052,28.2638671,26.957397,8.0603289,10.5707004,91.0184733
"30111",2021-03-02,0.7918292,NA,NA,7.8198507,NA,65.6255257,36.6300219,47.7119743,2.3524373,44.16098,69.2152541,37.3912953,46.2521693,29.478486,56.8099625,20.197512,26.4485316,24.2043471,3.7258207,9.465962,75.9995181
"31055",2021-03-02,0.6116709,75.1253544,21.2676057,7.6776614,NA,84.5900266,32.5058753,84.3493811,3.7671434,42.3055339,55.5344943,21.1176589,40.6191514,15.3315409,63.0649025,41.7444649,41.1621149,37.6188054,12.5338807,11.6408528,91.2097604
"31109",2021-03-02,0.4328752,NA,NA,12.7688191,NA,73.1011514,27.4160079,86.832729,4.4421375,52.0603598,63.9161027,24.3077127,46.8074341,20.422481,51.5196139,34.4551681,27.3675228,27.8310352,4.9074421,14.5240694,89.6828772
"31153",2021-03-02,0.6452327,NA,NA,11.4060287,NA,87.6219829,32.7609987,81.5209185,1.7354727,42.8800504,54.8158969,21.2193973,37.169358,11.6216102,60.7758749,45.4590182,49.0119663,30.899169,8.3028851,21.7096624,93.8983609
"32003",2021-03-02,0.4939547,15.4122997,15.754542,7.9644852,NA,79.0035847,29.7647701,92.2223048,5.5346837,32.8999339,60.2604408,20.1244638,30.2597761,11.7655787,64.2260948,37.971873,35.5579847,30.1957784,11.4596007,13.3421821,95.7168438
"32031",2021-03-02,0,NA,NA,12.4220057,NA,80.3826245,35.7983298,88.9633726,2.6418955,40.7945982,62.2374229,22.9419665,41.7285555,10.9637591,57.5925436,36.836221,34.5249372,28.4088997,10.9610082,9.7317802,93.1483277
"33009",2021-03-02,0,NA,NA,25.262564,NA,87.2720729,32.6917304,NA,2.3343613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.0864631,NA
"33011",2021-03-02,0.3082685,34.7794149,43.6623932,10.890917,NA,84.2464776,28.0709989,88.8764607,4.4184635,35.6482081,55.8703931,19.710879,32.4609008,5.1788513,66.1610295,31.0726463,33.639453,24.7682913,5.131185,18.6616493,93.0607224
"33013",2021-03-02,0.9955091,NA,NA,12.4272079,NA,90.0456563,34.4395875,88.6008578,1.0331006,40.1056393,61.2268744,20.2711732,40.3240931,5.7854961,65.5101385,37.1913626,35.0494493,28.0180853,8.4807554,13.6658823,97.7856042
"33015",2021-03-02,0.4174552,NA,NA,7.7986069,NA,86.6620621,28.7296554,92.0876142,0.9726493,32.8163873,51.2445985,15.2716167,35.4310087,4.3494965,62.7793126,36.8500702,38.6073359,33.4371146,9.379926,20.1913683,94.4346595
"33017",2021-03-02,0,NA,NA,15.3385165,NA,80.2188095,31.689198,95.6149905,7.1529734,39.6106218,61.7601348,24.4441549,38.1219805,6.4122527,70.1966557,NA,NA,24.5461341,NA,24.9801516,94.3153515
"34001",2021-03-02,0,NA,NA,8.9413204,NA,73.5256833,28.4338614,91.7744382,4.1990963,38.1346722,59.0803968,18.4356722,37.5713661,7.187806,63.457799,NA,NA,NA,NA,38.0307669,96.5612978
"34003",2021-03-02,0.7136881,25.2413056,46.397264,18.1789351,11.0469686,88.7764496,40.2175864,93.1670824,4.9007411,33.4007312,60.1601661,18.4732027,35.5934142,10.4616975,67.8580716,36.3253802,42.9655125,39.6165675,14.3226014,45.5567365,96.677818
"34005",2021-03-02,0.1046452,NA,NA,11.7014763,NA,80.210271,30.2668428,90.4501144,4.307628,37.0448159,57.3516703,18.9228869,33.9270723,11.7227477,70.0404935,33.1619137,51.3844861,36.9368222,11.4996253,26.5180547,93.7219152
"34007",2021-03-02,0.6589504,NA,NA,13.6457165,NA,77.7274302,39.0632672,96.2477859,6.5567798,37.656871,63.808433,22.2474077,35.4697892,13.4622895,65.2721652,28.1830442,31.8780046,23.8333422,5.6442873,25.9325646,93.7420525
"34013",2021-03-02,0.5584801,14.0048517,16.2304455,19.0695978,NA,77.2498446,27.7187205,88.2209163,11.9922014,40.2337596,54.1920221,15.0891163,28.0824391,8.5268027,70.6561188,32.9783214,44.4672459,32.9156236,12.1271847,38.3509827,94.3874062
"34015",2021-03-02,0.3470803,NA,NA,17.3588036,NA,86.3690193,41.9311411,86.9206888,4.1981542,44.3196049,64.4847528,20.9842113,38.4503082,11.1574616,63.1017066,42.2232799,41.5505223,34.4100628,6.9800265,25.4784517,93.3439212
"34017",2021-03-02,0.1157664,NA,NA,20.853056,NA,83.7880506,25.8568973,90.0377175,18.428732,35.9132273,53.1594796,12.504549,26.2617734,4.0975575,81.6021404,43.6979387,49.4381822,41.1177106,14.7278923,48.8337954,96.2493964
"34021",2021-03-02,0.6524679,NA,NA,13.6047128,NA,82.5005979,33.8492931,91.3980816,3.7535848,31.4945427,49.1605777,14.837404,29.4812171,7.3471184,66.7760537,33.0542999,45.7350558,28.8923771,9.0195718,26.3744163,94.3048881
"34023",2021-03-02,0.6963727,14.0738752,32.2381661,18.7526385,NA,82.2298354,30.3581079,93.4841702,3.3031791,32.6615891,55.1053856,16.3331635,24.1559219,5.4919589,66.6478445,41.0857246,39.0642298,33.3977003,14.1035304,33.5639691,94.6874503
"34025",2021-03-02,0.5444028,NA,NA,12.2453861,NA,81.2946394,31.2955507,91.4415638,3.3180385,33.5142124,57.4507443,19.231898,37.1205842,12.5241391,66.70324,37.3486615,30.6349094,28.1487419,9.9813518,48.5368821,91.2474839
"34027",2021-03-02,0.4307578,26.2618487,51.5183248,11.2301181,NA,89.5574455,41.9472808,93.2070977,2.6378105,31.8594012,53.3061057,14.1338305,31.6165179,6.9750664,66.0138904,42.2125186,41.686227,35.1858313,10.0015543,34.937074,96.1640527
"34029",2021-03-02,0.6056945,NA,NA,16.3596213,NA,83.5004154,31.777029,88.4224636,4.1712542,35.8020156,61.9986904,20.2319286,33.9967497,10.489167,72.029892,35.6557156,30.2110063,24.8999211,11.552594,46.7711509,94.1492327
"34031",2021-03-02,1.0792713,NA,NA,18.7301801,NA,77.9396336,26.4934519,93.8457406,6.8816857,33.2558744,60.3979432,13.3945776,31.5253876,8.315139,73.1130221,34.3787403,42.5910501,36.5602314,14.5714551,36.2294635,98.0852017
"34035",2021-03-02,1.2534122,NA,NA,14.6010576,NA,87.2302287,37.2807833,93.6185417,1.1074492,30.1563113,53.4726437,13.1490146,27.7023076,8.5269614,67.0068067,37.1089264,44.077982,42.0292616,15.3048033,31.839439,96.804096
"34037",2021-03-02,0,NA,NA,14.0529795,NA,70.450072,31.8961271,96.997749,1.4386673,33.943119,61.0216221,16.8807972,34.111533,5.8827806,67.2892557,NA,NA,NA,NA,33.4689096,95.4535448
"34039",2021-03-02,0.6276042,16.6963706,27.8420194,17.4302509,NA,85.3403745,26.33732,91.8104609,6.5682899,34.1545197,53.0398105,12.9655033,23.4678812,5.7506895,74.4592021,47.314913,47.0003073,41.1484647,16.3314406,39.0456402,97.9127186
"34041",2021-03-02,0.6931645,NA,NA,15.4483967,NA,69.3514135,36.9130366,92.6275532,1.4535874,34.8335613,60.4562767,16.305551,38.841035,10.730524,75.4995458,NA,NA,NA,NA,39.2226875,94.1601747
"35001",2021-03-02,0.1646997,13.0567772,14.9248523,9.5458703,NA,84.8937823,36.8998646,92.7271337,3.2494218,33.6868861,59.0668589,18.210845,36.5476913,7.4170731,64.8410564,31.5833145,39.0965916,36.7944086,11.3805496,13.7687875,96.1196784
"35013",2021-03-02,0.4280834,NA,NA,17.1455099,NA,81.9790455,37.8466149,91.1405385,2.8127117,38.5196008,67.4018437,16.9824212,42.2336826,8.702342,64.8732566,29.1310944,38.2307195,34.6299821,6.901066,20.6607035,94.884337
"35043",2021-03-02,0.4382449,NA,NA,9.4778487,NA,79.1849665,34.3229954,88.5737984,1.8492622,35.1237823,65.6275303,21.5326025,36.4750881,7.4806601,69.7253762,38.799911,34.4509167,27.1738568,6.7487403,7.9629445,89.7825556
"35045",2021-03-02,0.2423789,NA,NA,14.1717456,NA,77.0091623,53.6087092,77.7002871,4.588406,48.3302104,65.1213139,17.0271702,35.2387365,14.8735597,58.7048565,NA,NA,NA,NA,7.4144099,92.7105714
"35049",2021-03-02,0.4233314,NA,NA,6.5294497,NA,85.4540053,35.578245,96.0368653,1.6705929,27.1884696,61.3675936,16.327655,34.6503492,6.7591943,72.2460799,30.1973028,38.267908,35.1356987,7.1075055,6.4872671,96.7642042
"36001",2021-03-02,0.820637,NA,NA,13.696427,NA,81.2796259,29.5533683,94.2710498,5.3573768,34.3435443,55.8768709,13.9225425,33.2010756,6.2439753,69.6133139,32.7024557,32.7755746,27.7047401,9.1184405,20.935482,94.6493388
"36005",2021-03-02,1.3424176,23.482738,22.2258557,29.3124229,11.7664684,77.5005819,22.2172095,88.9968303,33.8011212,33.8533183,58.5600744,7.2827365,21.3805666,6.0463366,72.1149668,39.4606487,41.0875675,37.5952733,18.0273307,56.0257276,97.9543558
"36007",2021-03-02,0.9237356,NA,NA,14.6587284,NA,78.0636413,39.1303036,92.5330968,3.0707889,37.9090992,58.5636586,20.3924414,40.6047637,8.5606908,64.9435961,32.5548491,30.8371273,24.8002637,7.2746188,45.0246617,95.1184658
"36013",2021-03-02,1.0923394,NA,NA,9.9984373,NA,78.3863171,33.6452549,95.1855717,3.0376314,39.2680018,59.0694404,13.9004478,30.8983618,13.7334689,55.0515771,40.6842063,30.3542677,22.9719068,5.2059804,15.8689857,95.1348602
"36015",2021-03-02,0.7812699,NA,NA,9.3445807,NA,81.5362543,35.7520252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1639377,NA
"36019",2021-03-02,2.5737682,NA,NA,7.876091,NA,70.3322801,44.798591,NA,12.8881781,NA,NA,NA,NA,NA,55.0978428,NA,NA,NA,NA,34.5601902,86.1953766
"36027",2021-03-02,0.3705687,NA,NA,14.6107187,NA,79.35974,25.3850168,90.3461908,5.0453318,39.7237694,57.3854299,16.4653354,29.5731151,6.7842426,72.3619539,35.770152,39.454056,34.8916591,12.2363842,33.5111013,93.5316961
"36029",2021-03-02,0.4796568,20.3615386,50.3311558,10.6743906,11.0168406,79.9990602,30.5789158,92.603223,4.7743414,37.7779402,60.7102863,19.0418194,37.345231,8.2757828,63.1382931,30.7544671,30.5370577,25.4081778,6.0891476,26.6015148,94.6853774
"36045",2021-03-02,0.6900927,NA,NA,11.2425977,NA,78.3417674,40.8738082,87.1807999,1.5288978,43.8480789,57.4609476,25.3236899,44.1650728,11.918996,59.7347602,NA,NA,NA,NA,19.6916733,87.7546057
"36047",2021-03-02,0.7604946,28.0558043,24.5931593,24.5621605,11.5504978,76.7742129,22.1412292,88.6561898,31.2926256,30.0426016,53.6138035,12.2208629,27.7387328,5.9897809,68.4973148,35.6327463,39.8857357,34.5782455,14.9243165,48.7606216,96.8371268
"36055",2021-03-02,0.2562838,20.8429486,59.242997,12.0017342,NA,82.4325154,34.5748942,93.4055986,3.3924689,36.6641953,57.3942298,13.9172106,40.10471,6.7480449,65.1823641,34.5563762,34.1760281,28.7608687,6.7460762,18.4524613,96.4852416
"36059",2021-03-02,0.5590847,51.8077758,47.0661247,15.1336952,NA,81.1890569,30.2422913,93.4457535,6.3715131,36.4457676,60.0983472,13.8211772,32.9614385,5.4731585,67.9852746,35.1945848,42.7246614,31.9007218,13.833165,47.3606081,95.389451
"36061",2021-03-02,0.3616668,NA,NA,24.8414343,8.4184732,89.7737017,35.3877994,92.3809966,36.4079702,28.1498152,58.9327499,16.0462343,30.6971766,3.251392,68.070592,37.2434927,45.0776385,37.9851787,14.7480928,38.1161764,97.7904102
"36063",2021-03-02,0.1923672,NA,NA,13.3358266,NA,77.7105141,31.7047639,89.1908837,4.9116594,38.6006001,63.5962419,22.6133921,43.3146163,16.8108036,63.4598028,40.7339279,31.7337996,21.3040152,5.7676231,20.0168361,92.5821474
"36065",2021-03-02,0.6444567,NA,NA,14.8716014,NA,80.8544927,47.3145501,95.8191384,5.1612336,32.0237727,57.9001575,22.4695362,30.6730351,5.3713162,61.3881234,19.8240809,27.7108385,17.444399,4.6571645,17.7200014,96.8478309
"36067",2021-03-02,0.0676244,25.6882507,51.9026806,16.032808,NA,86.2164255,43.3306822,94.3754633,3.4702902,36.0337964,58.677981,16.7987148,35.7500506,5.0670365,70.5315306,32.0959293,35.0260856,30.194887,5.1958599,14.6834747,97.0613986
"36069",2021-03-02,0.3616471,NA,NA,10.096717,NA,84.4098294,35.2354919,93.3131627,6.6766654,38.4182322,55.3565334,17.7523751,36.9006255,13.3908782,64.8815497,NA,NA,NA,NA,17.128687,93.8033087
"36071",2021-03-02,0.244329,NA,NA,12.0393905,NA,81.2112063,29.0499282,95.085934,4.9972222,29.6200242,56.9947286,13.427431,25.4560822,5.8675499,66.2844194,38.2905483,27.8156865,24.4255771,7.9282568,48.4677587,94.2411112
"36075",2021-03-02,0.6560647,NA,NA,16.2910652,NA,78.1459048,37.6435088,95.5073733,0.3988453,33.4245934,63.4337187,13.116956,36.1105797,6.4789722,65.8031701,NA,NA,NA,NA,11.050782,97.1619149
"36081",2021-03-02,0.5820958,23.4109442,25.8112552,20.968776,10.8534343,83.6917243,25.3872342,91.7860586,27.3529434,33.5030807,57.4794801,14.0000166,26.316867,7.2303481,73.0458019,43.4572073,43.4960175,39.4537057,15.4434742,49.7087848,96.8616969
"36083",2021-03-02,2.1263323,NA,NA,11.4014782,NA,77.9997873,36.3140352,93.8529646,1.8821902,39.873148,48.7664875,13.0157335,28.326368,6.3260606,69.1810494,NA,NA,NA,NA,19.8779135,91.2799651
"36085",2021-03-02,0.2706487,NA,NA,12.5738849,NA,81.037995,31.3577724,88.6943602,13.8634051,39.4966176,59.0721081,7.6637376,27.6207157,7.8885195,69.655825,NA,NA,NA,NA,52.6855347,95.8642855
"36087",2021-03-02,0,NA,NA,15.8339159,NA,89.8459389,40.4052598,94.3107618,3.9477073,32.9377952,54.6396966,22.1594715,28.5012195,4.1652588,71.1003488,34.6126133,38.0055085,28.6397773,NA,42.2145101,97.3851836
"36089",2021-03-02,1.2102286,NA,NA,22.5337357,NA,81.6100334,52.5936538,85.2381321,3.093041,43.6176619,48.883101,12.8710498,28.6288922,9.1151154,63.6471293,NA,NA,NA,NA,36.785531,90.7276019
"36091",2021-03-02,0,NA,NA,13.0262455,NA,82.056109,29.1494037,89.8226067,1.6986866,46.963563,61.8496635,11.4777089,32.8735578,3.7624343,57.5643582,32.6173278,35.9742738,28.050933,9.8622687,19.5399005,98.6855855
"36093",2021-03-02,0.4535891,NA,NA,17.6018125,NA,78.392562,23.2114101,86.258226,5.22844,35.8404269,61.5800135,16.4970951,28.5496897,6.2463077,56.1437668,NA,NA,NA,NA,19.2182848,88.076566
"36101",2021-03-02,0.8427256,NA,NA,4.9543102,NA,67.2551529,33.6187491,NA,2.4755782,NA,NA,NA,NA,NA,58.0085986,NA,NA,NA,NA,11.0172216,80.1488371
"36103",2021-03-02,0.7044185,53.1291961,39.2854506,15.7792854,14.1125114,83.7483842,32.7426364,94.1619528,3.6236289,39.3218719,59.2950401,18.630365,30.5275889,5.9988236,71.5458681,39.0496352,39.3530516,33.0730438,11.4773915,40.4073252,95.9860436
"36109",2021-03-02,0.3363368,NA,NA,34.1449478,NA,85.6936687,23.6022042,98.0629912,4.7325375,37.6865279,60.2421564,10.8003051,42.0151754,3.8873478,63.483268,NA,NA,NA,NA,7.4921615,98.0333271
"36111",2021-03-02,0.2837481,NA,NA,8.6658813,NA,77.6851869,27.0343862,90.0669118,3.3038678,45.2529998,70.7552696,21.7542822,37.0079323,13.1567642,68.6468937,NA,NA,NA,NA,22.8293618,90.0409754
"36119",2021-03-02,0.3962875,24.0148667,44.8591352,18.508636,18.1458006,88.7052513,35.0188985,92.682846,8.1387809,31.330563,52.4578094,15.3875287,29.7006753,7.0109265,69.9562771,44.7058873,41.6040887,39.5432142,15.2871568,44.7444566,96.7175353
"37001",2021-03-02,1.2137539,NA,NA,13.586101,NA,71.990644,28.6119314,86.3627398,2.5926063,45.0799247,60.6638816,23.0392452,31.8005829,10.8239212,61.5819511,NA,NA,NA,NA,25.6790354,93.7174534
"37019",2021-03-02,0.4995212,NA,NA,9.4039979,NA,78.5114195,41.5230699,86.4452606,3.5166296,31.2678294,70.9989555,26.1130416,39.9032919,11.9790999,59.3825231,32.7094852,33.126174,20.568805,6.0911007,18.5953245,91.1210446
"37021",2021-03-02,0.0726835,NA,NA,6.8864399,NA,85.0566635,34.7961459,81.305853,2.743452,36.8524859,63.6078023,20.9817891,39.7950605,10.6663023,64.3337298,37.9529164,38.8209438,32.1988577,8.5563445,25.2122847,93.3555908
"37025",2021-03-02,0,NA,NA,5.418499,NA,69.7484052,17.6973402,NA,6.0998873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.54257,NA
"37031",2021-03-02,0.2470273,NA,NA,10.5352707,NA,62.7389028,29.9795459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3862511,NA
"37035",2021-03-02,1.7374172,NA,NA,11.2159345,NA,73.9002839,27.9864601,76.2917004,0.3258655,36.9370341,60.4679669,19.6423238,40.5199763,7.4225997,63.0278908,30.3368027,28.1726333,17.7535272,2.2374662,21.743993,96.405862
"37049",2021-03-02,0.6354438,NA,NA,14.5901546,NA,68.2451099,31.7181946,74.6776704,4.2409724,32.4469851,72.8752723,29.6379797,40.6551352,19.4705173,47.9560398,NA,NA,NA,NA,25.2599731,85.5078656
"37051",2021-03-02,1.8457641,NA,NA,16.0837035,NA,69.0630015,38.1679017,86.4931089,1.245093,40.0877971,62.8442907,18.0577801,32.3422115,12.5280866,57.9414948,NA,NA,NA,NA,22.9343381,93.4772045
"37057",2021-03-02,0.5734423,NA,NA,9.3697694,NA,63.8629484,22.2412324,70.0122846,3.3226254,37.4061635,61.7710027,28.8033338,44.6308785,12.3349724,59.583482,32.7998661,NA,23.1810708,6.1398975,15.532171,90.5288257
"37063",2021-03-02,0.4194177,NA,NA,9.5999508,NA,88.3721778,37.0302504,90.5960191,3.3236047,32.47258,57.070796,15.4201543,31.1669444,2.6767896,64.5115246,40.7015759,52.4755379,43.1262216,10.4309879,12.5701506,99.4076358
"37067",2021-03-02,0.8464979,NA,NA,11.9428704,NA,81.2173429,33.8874343,87.0826383,2.5661266,45.9965751,55.2458987,28.620578,41.2554485,11.9526581,58.6165784,26.7051095,31.2285181,25.8572486,7.9045164,22.6282993,93.067115
"37071",2021-03-02,0.2495557,NA,NA,3.5423945,NA,69.5097715,18.3183269,71.2069839,1.5274848,48.6713185,65.8531893,21.9652636,38.726462,13.4569562,67.459674,NA,NA,NA,NA,24.8427467,88.1752581
"37081",2021-03-02,0.6706501,44.108135,37.0239276,8.3203762,NA,78.5367545,30.0972632,86.0329058,3.2498913,34.2574546,62.178101,19.1004,34.9443918,10.1654052,68.0901712,28.1160621,35.0613497,26.2507423,7.530509,22.9143998,92.9475183
"37089",2021-03-02,0,NA,NA,10.4998382,NA,86.6991673,36.5366829,85.6707897,1.4140634,31.8016141,59.185507,23.9373686,32.6408147,11.7373435,64.8518051,NA,NA,NA,NA,30.1526326,96.3447989
"37097",2021-03-02,0.6413983,NA,NA,9.2063789,NA,67.7297247,25.8861886,67.2998988,1.3837296,42.2334855,69.6866203,34.3498901,35.7036916,21.6726413,57.8471005,NA,NA,NA,NA,27.3764025,83.1223152
"37119",2021-03-02,0.1960098,22.9224205,38.0325765,9.5000555,NA,75.5066518,18.5107358,88.1848154,5.0226963,30.532767,59.250821,23.5171228,37.8606453,7.7546359,59.1068666,35.1337375,38.1537626,32.1819556,7.8064885,23.7895937,97.1844174
"37125",2021-03-02,0,NA,NA,10.8926245,NA,79.0922668,44.7469754,NA,2.7937332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.3443876,90.8013891
"37129",2021-03-02,0,NA,NA,10.7812146,NA,84.0462717,37.1868648,86.4532793,3.155453,37.0911362,74.1844394,29.6722894,43.3555422,12.2765143,61.1753037,34.2705852,31.3774478,31.2524905,9.642484,21.9164386,93.9538795
"37133",2021-03-02,1.5736112,NA,NA,8.28272,NA,58.6421261,31.3059046,66.4186671,5.3907908,53.857143,66.7966075,30.0574223,50.3426,20.3692332,56.6417926,21.0375471,16.4578169,10.6015595,2.6145259,16.2510393,89.0183838
"37135",2021-03-02,0.6209905,NA,NA,13.4732781,NA,93.1596033,40.5947332,92.4256509,1.560148,27.2421972,54.6061868,14.8186033,27.2442232,4.0279812,63.9611976,NA,NA,NA,NA,14.5658188,96.1884788
"37147",2021-03-02,0.8473371,NA,NA,14.7687831,NA,84.4120221,42.4728289,87.3495632,1.2935391,35.8707834,60.8110995,20.8614632,43.2285949,7.0905119,63.8865915,NA,NA,NA,NA,28.895685,95.0274179
"37151",2021-03-02,0.4211676,NA,NA,13.9708904,NA,56.2524972,19.1335529,62.8992417,3.4846507,NA,NA,NA,NA,NA,56.0995698,NA,NA,NA,NA,33.9954877,87.6990429
"37155",2021-03-02,1.322704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.395869,NA
"37157",2021-03-02,0.6314886,NA,NA,7.9160124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5964131,NA
"37179",2021-03-02,0,NA,NA,7.6307102,NA,77.8275378,22.6077663,NA,3.7416762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2930312,NA
"37183",2021-03-02,0.1591345,26.4063201,26.0509334,13.0463613,NA,84.5898643,27.8613908,91.6176126,3.4419489,37.3494904,61.3077566,19.978557,41.1958724,8.5713699,67.4317678,34.8735602,40.2057846,37.1014981,6.575145,17.5626809,96.8960311
"38017",2021-03-02,0.682924,NA,NA,7.8782081,NA,79.8735002,33.4524973,77.4225813,4.4005478,50.6446467,60.4557584,32.3595157,45.4769216,17.470826,50.8889025,32.7512454,32.7065261,21.9376252,5.9396032,7.8457083,93.0788869
"39007",2021-03-02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6468381,NA
"39017",2021-03-02,0.083599,NA,NA,12.9586659,NA,74.3444581,25.2589828,85.6277599,0.9866972,35.0618989,50.0867305,22.8597006,43.7324416,11.3163309,59.2332461,28.1498201,29.2028687,23.4066528,4.3225478,18.2253543,92.0865549
"39023",2021-03-02,0.9413923,NA,NA,8.798837,NA,67.4985077,32.0981408,79.1161266,3.9658021,41.4783851,61.2266962,21.3106025,52.0156875,17.0002646,54.7451801,NA,NA,NA,NA,15.7193865,83.6334908
"39025",2021-03-02,0.9638692,NA,NA,10.223032,NA,74.269929,30.0158774,79.4278943,1.2525866,53.2579236,62.140376,21.3791773,42.8815252,11.8059843,68.6612753,26.3450761,26.4845938,23.12162,4.85828,14.9434319,93.7965236
"39029",2021-03-02,0.4055856,NA,NA,7.6148434,NA,56.2805597,25.9491394,NA,6.0128906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.008601,NA
"39035",2021-03-02,0.3180649,38.9134148,35.088583,8.3249119,NA,78.4335976,27.6564952,89.0372369,3.1012347,41.1826917,58.0467725,19.1890798,34.688942,9.5201091,65.6057075,35.4225998,34.6553062,29.2583287,11.2064851,17.3585641,94.2783219
